zipCode;type;name;nmls;url;website;email;phone;fax;extractFile;status
73010;company;Canopy Mortgage, LLC;1359687;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1359687;www.boxhomeloans.com, www.canopymortgage.com, www.goldmortgage.net, www.idahofirstmortgage.com, www.mypineapplemortgage.com, www.velocityhl.com;licensing@canopymortgage.com;877-426-5500;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73010/COMPANY/COMPANY_1359687.html;processed
73010;company;NEXA Mortgage, LLC;1660690;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1660690;-www.crofootloans.com, -www.gwenntanvas.com, -www.karifloresnexamortgageconsultant.com, web.facebook.com/itsnevinhomeloans/?ref=pages_you_manage&_rdc=1&_rdr, www. shelleymcreynolds.com, www..facebook.com/people/The-Patriot-Team-powered-by-NEXA-Mortgage-LLC-Nmls2157919/100070009969498, www.1003originator.com, www.11000isyoursnow.com, www.1stphasemortgage.com, www.2aloans.com, www.2moreprofits.us/index.php/elementor-222/, www.30dayhomeloans.com/, www.4flloans.com/, www.4ncloans.com/, www.7jfinancial.com, www.aacosta.mloboss.com/mlo, www.aaronmayoloans.com, www.aaronschaler.com/, www.aaronwebbloans.com/home-new, www.about.me/homeloansbyshay, www.acesinatra.com, www.adamkarcz.com/, www.adamkarcz.com/karcz-lending-team, www.adrianaloan.com, www.advancedlendingprofessionals.com/?fbclid=IwY2xjawEQlxBleHRuA2FlbQIxMAABHVutczA1IoNoQE6StQX5Jm2sY8us_0lWkWh_BdbWMFZzIN9HB369-, www.advancedlendingprofessionals.com/homepage, www.ajloansbyadrienne.com, www.al-gray.com/, www.alexandereasymortgage.com, www.alexandereasymortgage.com/, www.alexandriaware.themortgagecalculator.co, www.alexwoods.loans/, www.alialston.com/, www.alignable.com/atascadero-ca/pete-savino-iii-powered-by-nexa-mortgage-inc-nmls-1660690, www.alignable.com/chandler-az/macey-bonner-nexa-mortgage-nmls-2310073, www.alignable.com/chandler-az/nexa-mortgage-llc-loan-officer-nmls-2091143, www.alignable.com/chandler-az/shanna-frazer-mortgage-loan-originator-at-nexa-mortgage-nmls-1327399, www.alignable.com/deer-park-tx/gregmlo, www.alignable.com/fort-pierce-fl/pure-mortgage-solutions-empowered-by-nexa-mortgage-llc, www.alignable.com/frisco-tx/kevin-lim, www.alignable.com/havertown-pa/cp-mortgage-team-empowered-by-nexa-mortgage-llc, www.alignable.com/idaho-falls-id/allstar-homes-realty-inc, www.alignable.com/mustang-ok/loans-with-chas., www.alignable.com/naperville-il/md-home-mortgages-nexa-mortgage-llc, www.alignable.com/orlando-fl/eliud-gautier-nmls-id-390719, www.alignable.com/pea-ridge-ar/john-s-lasater-nmls-607994, www.alignable.com/pompano-beach-fl/crosscountry-mortgage-jim-blackburn-team-nmls-1072866, www.alignable.com/san-antonio-tx/mortgages-with-margaret-nexa-nmls-2280360, www.alignable.com/seattle-wa/nexa-mortgage-llc, www.alignable.com/seattle-wa/nexa-mortgage-llc, www.alignable.com/walled-lake-mi/loansbyguy-com, www.alignable.com/warminster-pa/young-kwon-lending-group-powered-by-nexa-mortgage-llc, www.alignable.com/woodbury-mn/nexa-mortgage-llc-infinite-team-mortgage-advisor-nmls-328679, www.allenhomeloan.com/homepage, www.alliancelendinggroup.com, www.allmortgages.net, www.allsetwithisabel.com/homepage/, www.allstarhomesrealty.com/mortgage-application, www.aloanwithlove.com, www.alslending.com, www.alyssatheloanofficer.com/, www.amberbrokersloans.com, www.ambersegura.com/, www.americashomechoice.com, www.ameripoint.us, www.amfhomeloans.com/, www.amranhomeloans.com/, www.amyeddymortgageloans.com, www.amyelizabethbird.com, www.amygiuntalo.com, www.ana2homelending.com, www.andreaclosesloans.com, www.andremoser.com/, www.andrewchittendenmortgage.com, www.andrewtempleman-gonzalez.com/, www.andylugolending.com, www.AnnaUriegas.com, www.anthonygallup.com, www.antoinettebecht.themortgagecalculator.co/, www.anymortgage.co/, www.ao-loanguy.com/, www.aohomeloans.com, www.aortizloans.com/, www.applyforamortgagenow.com, www.applywithbee.com/, www.applywithiggy.com, www.applywithjoshculver.com/, www.applywithkelvin.com/, www.applywithmg3.com/, www.approvedbyamy.com/, www.approvedbycharles.com/, www.approvedwithcharles.com, www.aprilliberty.com/, www.aquinocapitalgroup.com, www.arb.mloboss.com, www.artnava.com/, www.aryan.mloboss.com/, www.asantiagoloanofficer.com, www.asaploanz.com/, www.ashleyblantonhomeloans.com/licensing/, www.ashurbenjamin.com, www.ashurbenjamin.com/23-2, www.asmfloans.com/, www.athenarogersmortgageteam.com, www.atlantamortgageshop.com/, www.aubreyhomeloans.com, www.augusthomeloans.com, www.austinzittel.com, www.autrydouglas.com/, www.autrydouglasmortgage.com/;mkortas@nexamortgage.com;602-344-9333;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73010/COMPANY/COMPANY_1660690.html;processed
73010;company;Guaranteed Rate, Inc.;2611;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2611;https://jenniferbeeston.com/, https://locklearlendingteam.com, https://workshopmortgage.com/team.html, https://www.citywidehm.com/, https://www.hhlnorthwest.com/, https://www.marcdemetriou.com/, https://www.onqhomeloans.com/, www.certaintyhomelending.com, www.guaranteedrate.com, www.owning.com, www.rate.com;sam.wolling@rate.com;773-897-6587;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73010/COMPANY/COMPANY_2611.html;processed
73017;company;Cognizant Mortgage Services Corporation;1687735;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1687735;https://www.cognizant.com/us/en/mortgage-services-corporation;CMSCInfo@cognizant.com;214-459-6929;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73017/COMPANY/COMPANY_1687735.html;processed
73016;company;Legacy Lending Group LLC;2396500;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2396500;Not provided;legacyfl@legacyteamlending.com;405-433-5002;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73016/COMPANY/COMPANY_2396500.html;processed
73003;company;House and Home Mortgage LLC;1964721;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1964721;houseandhome.mortgage;josh@houseandhome.mortgage;405-440-3019;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73003/COMPANY/COMPANY_1964721.html;processed
73003;company;Price Mortgage Group LLC;1156754;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1156754;www.pricemortgagegroup.com;cris@pricemortgagegroup.com;405-413-5427;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73003/COMPANY/COMPANY_1156754.html;processed
73003;company;Prime Bank;406062;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/406062;;angieb@primebankgroup.com;405-340-2775;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73003/COMPANY/COMPANY_406062.html;processed
73003;company;Rocket Mortgage, LLC;3030;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/3030;rocket.com/mortgage, www.rocketmortgage.com, www.ThatsMyMortgage.com;TariaMorris@rocketmortgage.com;313-373-4564;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73003/COMPANY/COMPANY_3030.html;processed
73003;company;Mortgage Solutions of Colorado, LLC;61602;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/61602;www.AgAmerica.net, www.mortgagesolutions.net;Licensing@mortgagesolutions.net;719-447-0325;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73003/COMPANY/COMPANY_61602.html;processed
73003;company;NEXA Mortgage, LLC;1660690;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1660690;-www.crofootloans.com, -www.gwenntanvas.com, -www.karifloresnexamortgageconsultant.com, web.facebook.com/itsnevinhomeloans/?ref=pages_you_manage&_rdc=1&_rdr, www. shelleymcreynolds.com, www..facebook.com/people/The-Patriot-Team-powered-by-NEXA-Mortgage-LLC-Nmls2157919/100070009969498, www.1003originator.com, www.11000isyoursnow.com, www.1stphasemortgage.com, www.2aloans.com, www.2moreprofits.us/index.php/elementor-222/, www.30dayhomeloans.com/, www.4flloans.com/, www.4ncloans.com/, www.7jfinancial.com, www.aacosta.mloboss.com/mlo, www.aaronmayoloans.com, www.aaronschaler.com/, www.aaronwebbloans.com/home-new, www.about.me/homeloansbyshay, www.acesinatra.com, www.adamkarcz.com/, www.adamkarcz.com/karcz-lending-team, www.adrianaloan.com, www.advancedlendingprofessionals.com/?fbclid=IwY2xjawEQlxBleHRuA2FlbQIxMAABHVutczA1IoNoQE6StQX5Jm2sY8us_0lWkWh_BdbWMFZzIN9HB369-, www.advancedlendingprofessionals.com/homepage, www.ajloansbyadrienne.com, www.al-gray.com/, www.alexandereasymortgage.com, www.alexandereasymortgage.com/, www.alexandriaware.themortgagecalculator.co, www.alexwoods.loans/, www.alialston.com/, www.alignable.com/atascadero-ca/pete-savino-iii-powered-by-nexa-mortgage-inc-nmls-1660690, www.alignable.com/chandler-az/macey-bonner-nexa-mortgage-nmls-2310073, www.alignable.com/chandler-az/nexa-mortgage-llc-loan-officer-nmls-2091143, www.alignable.com/chandler-az/shanna-frazer-mortgage-loan-originator-at-nexa-mortgage-nmls-1327399, www.alignable.com/deer-park-tx/gregmlo, www.alignable.com/fort-pierce-fl/pure-mortgage-solutions-empowered-by-nexa-mortgage-llc, www.alignable.com/frisco-tx/kevin-lim, www.alignable.com/havertown-pa/cp-mortgage-team-empowered-by-nexa-mortgage-llc, www.alignable.com/idaho-falls-id/allstar-homes-realty-inc, www.alignable.com/mustang-ok/loans-with-chas., www.alignable.com/naperville-il/md-home-mortgages-nexa-mortgage-llc, www.alignable.com/orlando-fl/eliud-gautier-nmls-id-390719, www.alignable.com/pea-ridge-ar/john-s-lasater-nmls-607994, www.alignable.com/pompano-beach-fl/crosscountry-mortgage-jim-blackburn-team-nmls-1072866, www.alignable.com/san-antonio-tx/mortgages-with-margaret-nexa-nmls-2280360, www.alignable.com/seattle-wa/nexa-mortgage-llc, www.alignable.com/seattle-wa/nexa-mortgage-llc, www.alignable.com/walled-lake-mi/loansbyguy-com, www.alignable.com/warminster-pa/young-kwon-lending-group-powered-by-nexa-mortgage-llc, www.alignable.com/woodbury-mn/nexa-mortgage-llc-infinite-team-mortgage-advisor-nmls-328679, www.allenhomeloan.com/homepage, www.alliancelendinggroup.com, www.allmortgages.net, www.allsetwithisabel.com/homepage/, www.allstarhomesrealty.com/mortgage-application, www.aloanwithlove.com, www.alslending.com, www.alyssatheloanofficer.com/, www.amberbrokersloans.com, www.ambersegura.com/, www.americashomechoice.com, www.ameripoint.us, www.amfhomeloans.com/, www.amranhomeloans.com/, www.amyeddymortgageloans.com, www.amyelizabethbird.com, www.amygiuntalo.com, www.ana2homelending.com, www.andreaclosesloans.com, www.andremoser.com/, www.andrewchittendenmortgage.com, www.andrewtempleman-gonzalez.com/, www.andylugolending.com, www.AnnaUriegas.com, www.anthonygallup.com, www.antoinettebecht.themortgagecalculator.co/, www.anymortgage.co/, www.ao-loanguy.com/, www.aohomeloans.com, www.aortizloans.com/, www.applyforamortgagenow.com, www.applywithbee.com/, www.applywithiggy.com, www.applywithjoshculver.com/, www.applywithkelvin.com/, www.applywithmg3.com/, www.approvedbyamy.com/, www.approvedbycharles.com/, www.approvedwithcharles.com, www.aprilliberty.com/, www.aquinocapitalgroup.com, www.arb.mloboss.com, www.artnava.com/, www.aryan.mloboss.com/, www.asantiagoloanofficer.com, www.asaploanz.com/, www.ashleyblantonhomeloans.com/licensing/, www.ashurbenjamin.com, www.ashurbenjamin.com/23-2, www.asmfloans.com/, www.athenarogersmortgageteam.com, www.atlantamortgageshop.com/, www.aubreyhomeloans.com, www.augusthomeloans.com, www.austinzittel.com, www.autrydouglas.com/, www.autrydouglasmortgage.com/;mkortas@nexamortgage.com;602-344-9333;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73003/COMPANY/COMPANY_1660690.html;processed
73003;company;loanDepot.com, LLC;174457;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/174457;www.ldwholesale.com, www.loandepot.com, www.mello.com;licensing@loandepot.com;888-337-6888;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73003/COMPANY/COMPANY_174457.html;processed
73003;company;Associated Mortgage Corporation;182383;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/182383;www.amcmatt.com, www.amcmtg.com, www.cityscapehome.com, www.IamTheMortgageLady.com, www.joemullis.com, www.joshtaylormortgage.com, www.myokhomeloan.com, www.phillipallenmorrow.com, www.phillipdmorrow.com, www.thebeardedlender.com, www.thecaffeinatedlender.com, www.thehuddlestonteam.com;mfowler@amcmtg.com;918-491-9900;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73003/COMPANY/COMPANY_182383.html;processed
73003;company;Primerica Mortgage, LLC;1723477;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1723477;https://www.primerica.com/public/primerica-mortgage.html, https://www.primerica.com/public/primerica_mortgage_disclosures.html., www.primericamortgage.com;primericamortgage@primerica.com;470-564-5908;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73003/COMPANY/COMPANY_1723477.html;processed
73020;company;ACAC INC;362724;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/362724;www.approvedcashadvance.com, www.approvedcashadvanceprobate.com;jeskew@mstpf.com;423-614-2326;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73020/COMPANY/COMPANY_362724.html;processed
73020;company;Associated Mortgage Corporation;182383;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/182383;www.amcmatt.com, www.amcmtg.com, www.cityscapehome.com, www.IamTheMortgageLady.com, www.joemullis.com, www.joshtaylormortgage.com, www.myokhomeloan.com, www.phillipallenmorrow.com, www.phillipdmorrow.com, www.thebeardedlender.com, www.thecaffeinatedlender.com, www.thehuddlestonteam.com;mfowler@amcmtg.com;918-491-9900;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73020/COMPANY/COMPANY_182383.html;processed
73012;company;E Mortgage, LLC;1938141;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1938141;Not provided;hl1@gomtg.net;405-514-3884;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73012/COMPANY/COMPANY_1938141.html;processed
73012;company;Luxe Mortgage Group LLC;2577682;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2577682;Not provided;alleigh@yourluxemortgage.com;405-315-6154;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73012/COMPANY/COMPANY_2577682.html;processed
73012;company;F & M BANK;401420;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/401420;;Not provided;405-348-0300;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73012/COMPANY/COMPANY_401420.html;processed
73012;company;Rocket Mortgage, LLC;3030;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/3030;rocket.com/mortgage, www.rocketmortgage.com, www.ThatsMyMortgage.com;TariaMorris@rocketmortgage.com;313-373-4564;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73012/COMPANY/COMPANY_3030.html;processed
73012;company;FirstTrust Home Loans, Inc.;75271;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/75271;www.FirstTrustHomeLoans.com;bpaul@myfthl.com;870-942-5050;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73012/COMPANY/COMPANY_75271.html;processed
73012;company;NEXA Mortgage, LLC;1660690;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1660690;-www.crofootloans.com, -www.gwenntanvas.com, -www.karifloresnexamortgageconsultant.com, web.facebook.com/itsnevinhomeloans/?ref=pages_you_manage&_rdc=1&_rdr, www. shelleymcreynolds.com, www..facebook.com/people/The-Patriot-Team-powered-by-NEXA-Mortgage-LLC-Nmls2157919/100070009969498, www.1003originator.com, www.11000isyoursnow.com, www.1stphasemortgage.com, www.2aloans.com, www.2moreprofits.us/index.php/elementor-222/, www.30dayhomeloans.com/, www.4flloans.com/, www.4ncloans.com/, www.7jfinancial.com, www.aacosta.mloboss.com/mlo, www.aaronmayoloans.com, www.aaronschaler.com/, www.aaronwebbloans.com/home-new, www.about.me/homeloansbyshay, www.acesinatra.com, www.adamkarcz.com/, www.adamkarcz.com/karcz-lending-team, www.adrianaloan.com, www.advancedlendingprofessionals.com/?fbclid=IwY2xjawEQlxBleHRuA2FlbQIxMAABHVutczA1IoNoQE6StQX5Jm2sY8us_0lWkWh_BdbWMFZzIN9HB369-, www.advancedlendingprofessionals.com/homepage, www.ajloansbyadrienne.com, www.al-gray.com/, www.alexandereasymortgage.com, www.alexandereasymortgage.com/, www.alexandriaware.themortgagecalculator.co, www.alexwoods.loans/, www.alialston.com/, www.alignable.com/atascadero-ca/pete-savino-iii-powered-by-nexa-mortgage-inc-nmls-1660690, www.alignable.com/chandler-az/macey-bonner-nexa-mortgage-nmls-2310073, www.alignable.com/chandler-az/nexa-mortgage-llc-loan-officer-nmls-2091143, www.alignable.com/chandler-az/shanna-frazer-mortgage-loan-originator-at-nexa-mortgage-nmls-1327399, www.alignable.com/deer-park-tx/gregmlo, www.alignable.com/fort-pierce-fl/pure-mortgage-solutions-empowered-by-nexa-mortgage-llc, www.alignable.com/frisco-tx/kevin-lim, www.alignable.com/havertown-pa/cp-mortgage-team-empowered-by-nexa-mortgage-llc, www.alignable.com/idaho-falls-id/allstar-homes-realty-inc, www.alignable.com/mustang-ok/loans-with-chas., www.alignable.com/naperville-il/md-home-mortgages-nexa-mortgage-llc, www.alignable.com/orlando-fl/eliud-gautier-nmls-id-390719, www.alignable.com/pea-ridge-ar/john-s-lasater-nmls-607994, www.alignable.com/pompano-beach-fl/crosscountry-mortgage-jim-blackburn-team-nmls-1072866, www.alignable.com/san-antonio-tx/mortgages-with-margaret-nexa-nmls-2280360, www.alignable.com/seattle-wa/nexa-mortgage-llc, www.alignable.com/seattle-wa/nexa-mortgage-llc, www.alignable.com/walled-lake-mi/loansbyguy-com, www.alignable.com/warminster-pa/young-kwon-lending-group-powered-by-nexa-mortgage-llc, www.alignable.com/woodbury-mn/nexa-mortgage-llc-infinite-team-mortgage-advisor-nmls-328679, www.allenhomeloan.com/homepage, www.alliancelendinggroup.com, www.allmortgages.net, www.allsetwithisabel.com/homepage/, www.allstarhomesrealty.com/mortgage-application, www.aloanwithlove.com, www.alslending.com, www.alyssatheloanofficer.com/, www.amberbrokersloans.com, www.ambersegura.com/, www.americashomechoice.com, www.ameripoint.us, www.amfhomeloans.com/, www.amranhomeloans.com/, www.amyeddymortgageloans.com, www.amyelizabethbird.com, www.amygiuntalo.com, www.ana2homelending.com, www.andreaclosesloans.com, www.andremoser.com/, www.andrewchittendenmortgage.com, www.andrewtempleman-gonzalez.com/, www.andylugolending.com, www.AnnaUriegas.com, www.anthonygallup.com, www.antoinettebecht.themortgagecalculator.co/, www.anymortgage.co/, www.ao-loanguy.com/, www.aohomeloans.com, www.aortizloans.com/, www.applyforamortgagenow.com, www.applywithbee.com/, www.applywithiggy.com, www.applywithjoshculver.com/, www.applywithkelvin.com/, www.applywithmg3.com/, www.approvedbyamy.com/, www.approvedbycharles.com/, www.approvedwithcharles.com, www.aprilliberty.com/, www.aquinocapitalgroup.com, www.arb.mloboss.com, www.artnava.com/, www.aryan.mloboss.com/, www.asantiagoloanofficer.com, www.asaploanz.com/, www.ashleyblantonhomeloans.com/licensing/, www.ashurbenjamin.com, www.ashurbenjamin.com/23-2, www.asmfloans.com/, www.athenarogersmortgageteam.com, www.atlantamortgageshop.com/, www.aubreyhomeloans.com, www.augusthomeloans.com, www.austinzittel.com, www.autrydouglas.com/, www.autrydouglasmortgage.com/;mkortas@nexamortgage.com;602-344-9333;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73012/COMPANY/COMPANY_1660690.html;processed
73012;company;Guaranteed Rate, Inc.;2611;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2611;https://jenniferbeeston.com/, https://locklearlendingteam.com, https://workshopmortgage.com/team.html, https://www.citywidehm.com/, https://www.hhlnorthwest.com/, https://www.marcdemetriou.com/, https://www.onqhomeloans.com/, www.certaintyhomelending.com, www.guaranteedrate.com, www.owning.com, www.rate.com;sam.wolling@rate.com;773-897-6587;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73012/COMPANY/COMPANY_2611.html;processed
73012;company;Schumacher Mortgage LLC;2101256;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2101256;www.schumachermortgage.com;licensing@onetrusthomeloans.com;330-249-7484;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73012/COMPANY/COMPANY_2101256.html;processed
73025;company;Security Financial Mortgage LLC;920974;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/920974;www.security.financial, www.sfmhomeloans.com;kendal@security.financial;405-655-5729;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73025/COMPANY/COMPANY_920974.html;processed
73025;company;Stout Lending LLC;1588985;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1588985;www.stoutlending.com;homeloans@stoutlending.com;405-421-1229;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73025/COMPANY/COMPANY_1588985.html;processed
73018;company;Fairway Independent Mortgage Corporation;2289;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2289;62PLUSHOMEBUYER.COM, home.com, http://aaronvang.com/, http://applywithmichele.com/, http://beckystritt.com/, http://halvorsenhomeloans.com/, http://lorijasicki.com/, http://teamthaxton.net/, http://www.chicagolandmortgage.net/, http://www.danthelendingman.com/, http://www.fairwaylending.com/, http://www.homeloansatfairway.com/, http://www.indyfairway.com/, http://www.jackjonesloans.com/, http://www.jasonstone-loans.com/, http://www.joansergenian.com/, http://www.loansbyjason.com/, http://www.loansbyscott.com/, http://www.loansbytimray.com/, http://www.michaeljfacchini.com/, http://www.mikezillihomeloans.com/, http://www.teamthaxton.com/, http://www.yourwaymortgage.com/, https://www.fairwayfastmortgage.com/, www.bobfairway.com, www.donwatfairway.com, www.EastIdahoHomeLoans.com, www.fairway.com, www.fairwayeric.com, www.fairwayindependentmc.com, www.fairwaymadison.com, www.fairwaymc.com, www.fairwaymortgagecorp.com, www.fairwaynext.com, www.fairwaypoynette.com, www.fairwayreverse.com, www.homefinity.com, www.joanloans.com, www.kevinapproves.com, www.loansbyheather.com, www.loansbymarkk.com, www.loansbymikelenz.com, www.mariejonesteam.com, www.mattbrua.com, www.pullenfairwayhomeloans.com, www.sandylends.com, www.trevorboothfairway.com;licensingcompliance@fairwaymc.com;866-912-4800;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73018/COMPANY/COMPANY_2289.html;processed
73018;company;Great Plains Home Loans Inc;2301740;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2301740;Not provided;rick_johnston@swbell.net;405-222-2211;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73018/COMPANY/COMPANY_2301740.html;processed
73018;company;THE FIRST NATIONAL BANK AND TRUST COMPANY, CHICKASHA, OKLAHOMA;403159;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/403159;;amanchester@bankfnbt.com;405-224-2200x1121;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73018/COMPANY/COMPANY_403159.html;processed
73018;company;Unify Home Lending, Inc.;1749021;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1749021;myunify.com;cindy@myunify.com;605-646-2800;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/oklahoma/73018/COMPANY/COMPANY_1749021.html;processed
