zipCode;type;name;nmls;url;website;email;phone;fax;extractFile;status
89015;company;Cleer Creek Inc;2844;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2844;www.finestamericanmortgage.com;ecwirtner@finestamericanmortgage.com;702-982-8870-201;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89015/COMPANY/COMPANY_2844.html;processed
89015;company;TTWIN DEVELOPMENT LLC;1084052;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1084052;Not provided;TAMMYTOELLER1@YAHOO.COM;702-493-4000;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89015/COMPANY/COMPANY_1084052.html;processed
89015;company;Amos, Jonathon. Dale;2472400;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2472400;starloancenters.com;dale@starloancenters.com;702-558-5626;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89015/COMPANY/COMPANY_2472400.html;processed
89015;company;CHECK CITY PARTNERSHIP, L.L.C.;2496496;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2496496;checkcity.com;juliet@checkcity.com;702-258-8888;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89015/COMPANY/COMPANY_2496496.html;processed
89015;company;Dollar Loan Center, LLC;2476664;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2476664;dontbebroke.com;compliance@dontbebroke.com;725-293-5554;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89015/COMPANY/COMPANY_2476664.html;processed
89015;company;Impac Mortgage Corp.;128231;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/128231;https://www.impaccompanies.com, www.cashcallmortgage.com, www.impaccorrespondent.com, www.ImpacWholesale.com;michael.mazur@impacmail.com;949-475-3600;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89015/COMPANY/COMPANY_128231.html;processed
89015;company;LoanMax, LLC;2407645;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2407645;www.loanmaxtitleloans.net;Slepore@selectmgmt.com;678-823-4700;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89015/COMPANY/COMPANY_2407645.html;processed
89015;company;Moneytree, Inc.;147915;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/147915;www.moneytreeinc.com;mindy.thieschafer@moneytreeinc.com;206-246-3500;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89015/COMPANY/COMPANY_147915.html;processed
89015;company;Pinnacle Lending Group, Inc.;344850;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/344850;www.pinnacleloans.com;info@plgnv.com;702-730-2085;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89015/COMPANY/COMPANY_344850.html;processed
89015;company;Walmart Inc.;1239954;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1239954;www.wal-mart.com;complic@wal-mart.com;479-204-6148;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89015/COMPANY/COMPANY_1239954.html;processed
89015;company;snapfi, inc.;216565;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/216565;www.snapfi.com;jim@snapfi.com;408-978-2064;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89015/COMPANY/COMPANY_216565.html;processed
89029;company;Stonecastle Land and Home Financial, Inc.;280803;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/280803;WWW.STONECASTLEMTG.COM;Kylie@Stonecastle-LHF.com;925-831-9010;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89029/COMPANY/COMPANY_280803.html;processed
89029;company;Trusted Rate, Inc.;2263077;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2263077;www.trustedrate.com;licensing@trustedrate.com;949-679-5100;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89029/COMPANY/COMPANY_2263077.html;processed
89029;company;Cardinal Financial Company, Limited Partnership;66247;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/66247;cf.loans, https://primoloans.com, online.cardinalfinancial.com, www.cardinalfinancial.com, www.peopleshomeequity.com, www.sebonic.com;compliance@cardinalfinancial.com;855-561-4944;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89029/COMPANY/COMPANY_66247.html;processed
89029;company;QC FINANCIAL SERVICES INC;299302;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/299302;lendnation.com, www.qchi.com, www.qcholdings.com;dawn.bury@qcholdings.com;913-234-5059;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89029/COMPANY/COMPANY_299302.html;processed
89031;company;VALLEY BANK OF NEVADA;1043349;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1043349;;RVANBOERUM@VALLEYBANKNV.COM;702-259-2658;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89031/COMPANY/COMPANY_1043349.html;processed
89031;company;Easy Financial, LLC;278264;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/278264;sunsetequitygroup.com;ben@sunsetequitygroup.com;323-923-4100;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89031/COMPANY/COMPANY_278264.html;processed
89031;company;Credit Acceptance Corporation;3023;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/3023;www.creditacceptance.com;licensingandaudits@creditacceptance.com;248-353-2700 ext 5948;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89031/COMPANY/COMPANY_3023.html;processed
89030;company;Apollo 7 LLC;2517768;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2517768;Not provided;ninamassis@aol.com;702-219-0292;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89030/COMPANY/COMPANY_2517768.html;processed
89030;company;Epmnlv, Inc.;2467850;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2467850;Not provided;epmnlv@yahoo.com;702-340-5116;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89030/COMPANY/COMPANY_2467850.html;processed
89030;company;Quick Stop Market LLC;2503945;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2503945;Not provided;ehy76@yahoo.com;702-882-6415;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89030/COMPANY/COMPANY_2503945.html;processed
89030;company;Sam E Hamika;2560123;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2560123;Not provided;smhamika@yahoo.com;702-480-5945;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89030/COMPANY/COMPANY_2560123.html;processed
89030;company;maria's quick stop llc;2504386;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2504386;Not provided;ehy76@yahoo.com;702-882-6415;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89030/COMPANY/COMPANY_2504386.html;processed
89030;company;American Mini Market INC.;2534895;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2534895;Not provided;abrahamsarai727@gmail.com;702-708-9035;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89030/COMPANY/COMPANY_2534895.html;processed
89030;company;Advance Group, Inc.;2495912;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2495912;www.speedycash.com;licensing@ccfi.com;614-798-5900;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89030/COMPANY/COMPANY_2495912.html;processed
89030;company;Dandelion Payments, Inc.;920968;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/920968;www.dandelionpayments.com, www.riafinancial.com, www.riamoneytransfer.com, www.xe.com;uslicensing@riamoneytransfer.com;562-345-2100;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89030/COMPANY/COMPANY_920968.html;processed
89030;company;American First Finance, LLC;1757007;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1757007;www.americanfirstfinance.com;licensing@americanfirstfinance.com;855-721-1188;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89030/COMPANY/COMPANY_1757007.html;processed
89030;company;BARRI MONEY SERVICES, LLC;937962;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/937962;www.barri.com, www.barrigroup.com;laybaa.sam@dolex.com;713-219-5770;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89030/COMPANY/COMPANY_937962.html;processed
89030;company;Oportun, LLC;2421631;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2421631;www.Oportun.com;regulatorylegal@oportun.com;888-408-3020;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89030/COMPANY/COMPANY_2421631.html;processed
89030;company;Order Express, Inc.;976030;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/976030;www.orderexpress.com;licensing@orderexpress.com;312-235-5200;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89030/COMPANY/COMPANY_976030.html;processed
89030;company;Panorama Mortgage Group, LLC;133739;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/133739;https://panorama.loanadministration.com/panorama/#/login, https://www.lonepeaklending.com/, www.goalterra.com, www.myhomelegacy.com, www.panoramamortgage.com, www.pmgllc.com;license@goalterra.com;702-588-5430;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89030/COMPANY/COMPANY_133739.html;processed
89032;company;COMPASS MORTGAGE COMPANY;395013;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/395013;Not provided;ELEWISJR1@OUTLOOK.COM;720-220-8938;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89032/COMPANY/COMPANY_395013.html;processed
89032;company;Sarey Enterprises LLC;292257;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/292257;www.alliancemtggroup.net;rsarey@alliancemtggroup.net;214-872-2188;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89032/COMPANY/COMPANY_292257.html;processed
89032;company;Advance America, Cash Advance Centers of Nevada, Inc.;2483245;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2483245;www.advanceamerica.net;advanceamerica@cscglobal.com;864-342-5721;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89032/COMPANY/COMPANY_2483245.html;processed
89032;company;Geneva Financial, LLC;42056;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/42056;www.genevaFI.com;telle@genevafi.com;888-889-0009;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89032/COMPANY/COMPANY_42056.html;processed
89032;company;James B. Nutter & Company;2067;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2067;www.jamesbnutter.com, www.nutterhomeloans.com;licensing@nutterhomeloans.com;816-531-2345x7177;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89032/COMPANY/COMPANY_2067.html;processed
89032;company;MORTGAGE BANK OF CALIFORNIA, INC.;38232;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/38232;www.facebook.com/mbanc, www.gometrofund.com, www.instagram.com/mbanc, www.linkedin.com/company/mbanc, www.luxebanc.com, www.mbanc.com;mdallal@mbanc.com;561-424-7726;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89032/COMPANY/COMPANY_38232.html;processed
89032;company;Watermark Capital, Inc.;1838;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1838;http://www.watermarkhomeloans.com, https://www.watermarkreverse.com/;licensing@watermark-capital.com;949-679-4827;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89032/COMPANY/COMPANY_1838.html;processed
89027;company;Mortgage Mate LLC.;2508;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2508;https://www.mortgagematellc.com;scenicfh@gmail.com;702-346-1414;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_2508.html;processed
89027;company;Tower Financial, Inc.;1223743;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1223743;Not provided;maralynnhaney@yahoo.com;805-737-1918;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_1223743.html;processed
89027;company;First Colony Mortgage Corporation;3112;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/3112;fcmtpo.com, firstcolonymortgage.com;rodr@firstcolonymortgage.com;801-226-7456;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_3112.html;processed
89027;company;Fairway Independent Mortgage Corporation;2289;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2289;62PLUSHOMEBUYER.COM, home.com, http://aaronvang.com/, http://applywithmichele.com/, http://beckystritt.com/, http://halvorsenhomeloans.com/, http://lorijasicki.com/, http://teamthaxton.net/, http://www.chicagolandmortgage.net/, http://www.danthelendingman.com/, http://www.fairwaylending.com/, http://www.homeloansatfairway.com/, http://www.indyfairway.com/, http://www.jackjonesloans.com/, http://www.jasonstone-loans.com/, http://www.joansergenian.com/, http://www.loansbyjason.com/, http://www.loansbyscott.com/, http://www.loansbytimray.com/, http://www.michaeljfacchini.com/, http://www.mikezillihomeloans.com/, http://www.teamthaxton.com/, http://www.yourwaymortgage.com/, https://www.fairwayfastmortgage.com/, www.bobfairway.com, www.donwatfairway.com, www.EastIdahoHomeLoans.com, www.fairway.com, www.fairwayeric.com, www.fairwayindependentmc.com, www.fairwaymadison.com, www.fairwaymc.com, www.fairwaymortgagecorp.com, www.fairwaynext.com, www.fairwaypoynette.com, www.fairwayreverse.com, www.homefinity.com, www.joanloans.com, www.kevinapproves.com, www.loansbyheather.com, www.loansbymarkk.com, www.loansbymikelenz.com, www.mariejonesteam.com, www.mattbrua.com, www.pullenfairwayhomeloans.com, www.sandylends.com, www.trevorboothfairway.com;licensingcompliance@fairwaymc.com;866-912-4800;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_2289.html;processed
89027;company;Guild Mortgage Company LLC;3274;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/3274;www.guildcorrespondent.com, www.guildmortgage.com;compliance@guildmortgage.net;858-560-6330;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_3274.html;processed
89027;company;Heritage Reverse Mortgage, LLC;1497455;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1497455;www.heritagehl.com, www.heritagereversemortgage.com;trevor@heritagehl.com;435-359-9000;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_1497455.html;processed
89027;company;Luneta Home Loans LLC;2027806;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2027806;brightonpeakfinancial.com, luneta.loans, lunetahomeloans.com;licensing@luneta.loans;801-871-5390;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_2027806.html;processed
89027;company;SUN AMERICAN MORTGAGE COMPANY;160265;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/160265;WWW.SUNAMERICAN.COM;pat.reilly@sunamerican.com;480-832-4343;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_160265.html;processed
89027;company;Utah Mortgage Loan Corporation;149160;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/149160;http://www.utahmortgageloan.net/, www.desertfirstmortgage.com, www.j7mortgage.com;clark@clarkjensen.com;801-561-4700;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_149160.html;processed
89027;company;Xpert Home Lending Inc.;2179191;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2179191;www.xperthomelending.com;rhanlin@xperthomelending.com;916-474-9051;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_2179191.html;processed
89027;company;Lifetime Home Loans, LLC;1861406;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1861406;lifetimehomeloans.com;licensing@lt.mortgage;801-690-1813;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_1861406.html;processed
89027;company;Open Door Mortgage LLC;2658823;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2658823;https://opendoormtg.com/;drew@opendoormtg.com;801-717-6191;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_2658823.html;processed
89027;company;SecurityNational Mortgage Company;3116;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/3116;www.MelcoLegacyLoans.com, www.snmc.com;Licensing@snmc.com;801-264-8111;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_3116.html;processed
89027;company;Simplify Home Loans, LLC;1569026;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1569026;www.simplifyhomeloans.com;jake@simplifyhomeloans.com;888-690-1744;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89027/COMPANY/COMPANY_1569026.html;processed
89012;company;Premier Mortgage Resources, L.L.C.;1169;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1169;https://davidbardinteam.com/, https://jaromortgage.com/, https://loanharvey.com/index.html, https://pmrboise.com/, https://pmrrosevilleelite.com/, https://teammandi.com/, www.pmrloans.com;licensing@pmrloans.com;208-626-0606;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89012/COMPANY/COMPANY_1169.html;processed
89012;company;AMAYSING PROCESSING, LLC;2528587;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/2528587;Not provided;Maysangelica2@gmail.com;702-210-0697;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89012/COMPANY/COMPANY_2528587.html;processed
89012;company;Modern Asset Management, Inc.;1880700;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1880700;http://www.executiveloancenter.com/, http://www.modernhealthfinance.com/, https://modernassetmanagement.com/;nick@modernassetmanagement.com;949-207-9323;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89012/COMPANY/COMPANY_1880700.html;processed
89012;company;Edward John Martin;905790;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/905790;www.imakelendingeasy.com;eddiemtgpro@gmail.com;15595728204;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89012/COMPANY/COMPANY_905790.html;processed
89012;company;Weststar Loan Servicing Corporation;1449463;https://www.nmlsconsumeraccess.org/EntityDetails.aspx/COMPANY/1449463;Not provided;lisa@westloan.com;702-252-0439;;file:///Users/alexandrelazerat/Desktop/scraper.emile/data/nevada/89012/COMPANY/COMPANY_1449463.html;processed
